product,technology,year,region,annual_production_capacity,capacity_factor
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2030,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2030,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2030,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2031,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2032,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2033,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2034,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2035,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2036,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2037,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2038,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2039,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2040,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2041,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2042,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2043,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2044,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2045,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2046,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2047,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2048,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2049,Russia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Africa,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,China,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Europe,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,India,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Latin America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Middle East,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,North America,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Oceania,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Rest of Asia,10,0.95
Ammonia,Natural Gas ATR + CCS + ammonia synthesis,2050,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Europe,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,India,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Latin America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Middle East,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,North America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Oceania,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Rest of Asia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2020,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Europe,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,India,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Latin America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Middle East,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,North America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Oceania,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Rest of Asia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2021,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Europe,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,India,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Latin America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Middle East,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,North America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Oceania,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Rest of Asia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2022,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Europe,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,India,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Latin America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Middle East,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,North America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Oceania,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Rest of Asia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2023,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Europe,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,India,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Latin America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Middle East,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,North America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Oceania,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Rest of Asia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2024,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Europe,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,India,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Latin America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Middle East,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,North America,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Oceania,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Rest of Asia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2025,Russia,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2026,Africa,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2026,China,10,0.95
Ammonia,Natural Gas SMR + CCS (process emissions only) + ammonia synthesis,2026,Europe,10,0.95
